@relation 'FIROModality: -C 2 '

@attribute Obligation_Class {0,1}
@attribute Prohibition_Class {0,1}
@attribute text string

@data
1,0,'(h) Obligations to file suspicious \nactivity reports and maintain system for \nmonitoring transactions in currency. (1) \nNothing in this section relieves a bank \nof the obligation, or reduces in any way \nsuch bank’s obligation, to file a report \nrequired by § 1020.320 with respect to \nany transaction, including any \ntransaction in currency that a bank \nknows, suspects, or has reason to \nsuspect is a transaction or attempted \ntransaction that is described in \n§ 1020.320(a)(2)(i), (ii), or (iii), or \nrelieves a bank of any reporting or \nrecordkeeping obligation imposed by \nthis chapter (except the obligation to \nreport transactions in currency pursuant \nto this chapter to the extent provided in \nthis section). Thus, for example, a sharp \nincrease from one year to the next in the \ngross total of currency transactions \nmade by an exempt customer, or \nsimilarly anomalous transactions trends \nor patterns, may trigger the obligation of \na bank under § 1020.320. \n(2) Consistent with its annual review \nobligations under paragraph (d) of this \nsection, a bank shall establish and \nmaintain a monitoring system that is \nreasonably designed to detect, for each \naccount of a non-listed business or \npayroll customer, those transactions in \ncurrency involving such account that \nwould require a bank to file a suspicious \ntransaction report. The statement in the \npreceding sentence with respect to \naccounts of non-listed business and \npayroll customers does not limit the \nobligation of banks generally to take the \nsteps necessary to satisfy the terms of \nparagraph (h)(1) of this section and \n§ 1020.320 with respect to all exempt \npersons.'
1,0,'§ 1020.320 Reports by banks of suspicious \ntransactions. \n(a) General. (1) Every bank shall file \nwith the Treasury Department, to the \nextent and in the manner required by \nthis section, a report of any suspicious \ntransaction relevant to a possible \nviolation of law or regulation. A bank \nmay also file with the Treasury \nDepartment by using the Suspicious \nActivity Report specified in paragraph \n(b)(1) of this section or otherwise, a \nreport of any suspicious transaction that \nit believes is relevant to the possible \nviolation of any law or regulation but \nwhose reporting is not required by this \nsection. \n(2) A transaction requires reporting \nunder the terms of this section if it is \nconducted or attempted by, at, or \nthrough the bank, it involves or \naggregates at least $5,000 in funds or \nother assets, and the bank knows, \nsuspects, or has reason to suspect that: \n(i) The transaction involves funds \nderived from illegal activities or is \nintended or conducted in order to hide \nor disguise funds or assets derived from \nillegal activities (including, without \nlimitation, the ownership, nature, \nsource, location, or control of such \nfunds or assets) as part of a plan to \nviolate or evade any Federal law or \nregulation or to avoid any transaction \nreporting requirement under Federal \nlaw or regulation; \n(ii) The transaction is designed to \nevade any requirements of this chapter \nor of any other regulations promulgated \nunder the Bank Secrecy Act; or \n(iii) The transaction has no business \nor apparent lawful purpose or is not the \nsort in which the particular customer \nwould normally be expected to engage, \nand the bank knows of no reasonable \nexplanation for the transaction after \nexamining the available facts, including \nthe background and possible purpose of \nthe transaction.'
1,0,'(b) Filing procedures—(1) What to file. \nA suspicious transaction shall be \nreported by completing a Suspicious \nActivity Report (‘‘SAR’’), and collecting \nand maintaining supporting \ndocumentation as required by paragraph \n(d) of this section. \n(2) Where to file. The SAR shall be \nfiled with FinCEN in a central location, \nto be determined by FinCEN, as \nindicated in the instructions to the SAR. \n(3) When to file. A bank is required to \nfile a SAR no later than 30 calendar \ndays after the date of initial detection by \nthe bank of facts that may constitute a \nbasis for filing a SAR. If no suspect was \nidentified on the date of the detection of \nthe incident requiring the filing, a bank \nmay delay filing a SAR for an additional \n30 calendar days to identify a suspect. \nIn no case shall reporting be delayed \nmore than 60 calendar days after the \ndate of initial detection of a reportable \ntransaction. In situations involving \nviolations that require immediate \nattention, such as, for example, ongoing \nmoney laundering schemes, the bank \nshall immediately notify, by telephone, \nan appropriate law enforcement \nauthority in addition to filing timely a \nSAR.'
1,0,'(d) Retention of records. A bank shall \nmaintain a copy of any SAR filed and \nthe original or business record \nequivalent of any supporting \ndocumentation for a period of five years \nfrom the date of filing the SAR. \nSupporting documentation shall be \nidentified, and maintained by the bank \nas such, and shall be deemed to have \nbeen filed with the SAR. A bank shall \nmake all supporting documentation \navailable to FinCEN and any \nappropriate law enforcement agencies or \nbank supervisory agencies upon request.'
1,0,'(f) Compliance. Compliance with this \nsection shall be audited by the \nDepartment of the Treasury, through \nFinCEN or its delegees under the terms \nof the Bank Secrecy Act. Failure to \nsatisfy the requirements of this section \nmay be a violation of the reporting rules \nof the Bank Secrecy Act and of this \nchapter. Such failure may also violate \nprovisions of Title 12 of the Code of \nFederal Regulations.'
1,0,'§ 1020.410 Records to be made and \nretained by banks. \n(a) Each agent, agency, branch, or \noffice located within the United States \nof a bank is subject to the requirements \nof this paragraph (a) with respect to a \nfunds transfer in the amount of $3,000 \nor more, and is required to retain either \nthe original or a microfilm or other copy \nor reproduction of each of the following: \n(1) Recordkeeping requirements. (i) \nFor each payment order that it accepts \nas an originator’s bank, a bank shall \nobtain and retain either the original or \na microfilm, other copy, or electronic \nrecord of the following information \nrelating to the payment order: \n(A) The name and address of the \noriginator; \n(B) The amount of the payment order; \n(C) The execution date of the payment \norder; \n(D) Any payment instructions \nreceived from the originator with the \npayment order; \n(E) The identity of the beneficiary’s \nbank; and \n(F) As many of the following items as \nare received with the payment order: 1 \n(1) The name and address of the \nbeneficiary; \n(2) The account number of the \nbeneficiary; and \n(3) Any other specific identifier of the \nbeneficiary. \n(ii) For each payment order that it \naccepts as an intermediary bank, a bank \nshall retain either the original or a \nmicrofilm, other copy, or electronic \nrecord of the payment order. \n(iii) For each payment order that it \naccepts as a beneficiary’s bank, a bank \nshall retain either the original or a \nVerDate Mar<15>2010 15:07 Oct 25, 2010 Jkt 223001 PO 00000 Frm 00043 Fmt 4701 Sfmt 4700 E:\\FR\\FM\\26OCR3.SGM 26OCR3ero\nw\ne\n o\nn\n D\nSK\n5C\nLS\n3C\n1P\nRO\nD \nwi\nth\n R\nUL\nES\n3\n65848 Federal Register / Vol. 75, No. 206 / Tuesday, October 26, 2010 / Rules and Regulations \nmicrofilm, other copy, or electronic \nrecord of the payment order. \n(2) Originators other than established \ncustomers. In the case of a payment \norder from an originator that is not an \nestablished customer, in addition to \nobtaining and retaining the information \nrequired in paragraph (a)(1)(i) of this \nsection: \n(i) If the payment order is made in \nperson, prior to acceptance the \noriginator’s bank shall verify the \nidentity of the person placing the \npayment order. If it accepts the payment \norder, the originator’s bank shall obtain \nand retain a record of the name and \naddress, the type of identification \nreviewed, the number of the \nidentification document (e.g., driver’s \nlicense), as well as a record of the \nperson’s taxpayer identification number \n(e.g., social security or employer \nidentification number) or, if none, alien \nidentification number or passport \nnumber and country of issuance, or a \nnotation in the record of the lack \nthereof. If the originator’s bank has \nknowledge that the person placing the \npayment order is not the originator, the \noriginator’s bank shall obtain and retain \na record of the originator’s taxpayer \nidentification number (e.g., social \nsecurity or employer identification \nnumber) or, if none, alien identification \nnumber or passport number and country \nof issuance, if known by the person \nplacing the order, or a notation in the \nrecord of the lack thereof. \n(ii) If the payment order accepted by \nthe originator’s bank is not made in \nperson, the originator’s bank shall \nobtain and retain a record of name and \naddress of the person placing the \npayment order, as well as the person’s \ntaxpayer identification number (e.g., \nsocial security or employer \nidentification number) or, if none, alien \nidentification number or passport \nnumber and country of issuance, or a \nnotation in the record of the lack \nthereof, and a copy or record of the \nmethod of payment (e.g., check or credit \ncard transaction) for the funds transfer. \nIf the originator’s bank has knowledge \nthat the person placing the payment \norder is not the originator, the \noriginator’s bank shall obtain and retain \na record of the originator’s taxpayer \nidentification number (e.g., social \nsecurity or employer identification \nnumber) or, if none, alien identification \nnumber or passport number and country \nof issuance, if known by the person \nplacing the order, or a notation in the \nrecord of the lack thereof. \n(3) Beneficiaries other than \nestablished customers. For each \npayment order that it accepts as a \nbeneficiary’s bank for a beneficiary that \nis not an established customer, in \naddition to obtaining and retaining the \ninformation required in paragraph \n(a)(1)(iii) of this section: \n(i) If the proceeds are delivered in \nperson to the beneficiary or its \nrepresentative or agent, the beneficiary’s \nbank shall verify the identity of the \nperson receiving the proceeds and shall \nobtain and retain a record of the name \nand address, the type of identification \nreviewed, and the number of the \nidentification document (e.g., driver’s \nlicense), as well as a record of the \nperson’s taxpayer identification number \n(e.g., social security or employer \nidentification number) or, if none, alien \nidentification number or passport \nnumber and country of issuance, or a \nnotation in the record of the lack \nthereof. If the beneficiary’s bank has \nknowledge that the person receiving the \nproceeds is not the beneficiary, the \nbeneficiary’s bank shall obtain and \nretain a record of the beneficiary’s name \nand address, as well as the beneficiary’s \ntaxpayer identification number (e.g., \nsocial security or employer \nidentification number) or, if none, alien \nidentification number or passport \nnumber and country of issuance, if \nknown by the person receiving the \nproceeds, or a notation in the record of \nthe lack thereof. \n(ii) If the proceeds are delivered other \nthan in person, the beneficiary’s bank \nshall retain a copy of the check or other \ninstrument used to effect payment, or \nthe information contained thereon, as \nwell as the name and address of the \nperson to which it was sent. \n(4) Retrievability. The information \nthat an originator’s bank must retain \nunder paragraphs (a)(1)(i) and (a)(2) of \nthis section shall be retrievable by the \noriginator’s bank by reference to the \nname of the originator. If the originator \nis an established customer of the \noriginator’s bank and has an account \nused for funds transfers, then the \ninformation also shall be retrievable by \naccount number. The information that a \nbeneficiary’s bank must retain under \nparagraphs (a)(1)(iii) and (a)(3) of this \nsection shall be retrievable by the \nbeneficiary’s bank by reference to the \nname of the beneficiary. If the \nbeneficiary is an established customer of \nthe beneficiary’s bank and has an \naccount used for funds transfers, then \nthe information also shall be retrievable \nby account number. This information \nneed not be retained in any particular \nmanner, so long as the bank is able to \nretrieve the information required by this \nparagraph, either by accessing funds \ntransfer records directly or through \nreference to some other record \nmaintained by the bank. \n(5) Verification. Where verification is \nrequired under paragraphs (a)(2) and \n(a)(3) of this section, a bank shall verify \na person’s identity by examination of a \ndocument (other than a bank signature \ncard), preferably one that contains the \nperson’s name, address, and \nphotograph, that is normally acceptable \nby financial institutions as a means of \nidentification when cashing checks for \npersons other than established \ncustomers. Verification of the identity of \nan individual who indicates that he or \nshe is an alien or is not a resident of the \nUnited States may be made by passport, \nalien identification card, or other \nofficial document evidencing \nnationality or residence (e.g., a foreign \ndriver’s license with indication of home \naddress). \n(6) Exceptions. The following funds \ntransfers are not subject to the \nrequirements of this section: \n(i) Funds transfers where the \noriginator and beneficiary are any of the \nfollowing: \n(A) A bank; \n(B) A wholly owned domestic \nsubsidiary of a bank chartered in the \nUnited States; \n(C) A broker or dealer in securities; \n(D) A wholly owned domestic \nsubsidiary of a broker or dealer in \nsecurities; \n(E) A futures commission merchant or \nan introducing broker in commodities; \n(F) A wholly owned domestic \nsubsidiary of a futures commission \nmerchant or an introducing broker in \ncommodities; \n(G) The United States; \n(H) A state or local government; \n(I) A Federal, State or local \ngovernment agency or instrumentality; \nor \n(J) A mutual fund; and \n(ii) Funds transfers where both the \noriginator and the beneficiary are the \nsame person and the originator’s bank \nand the beneficiary’s bank are the same \nbank.'
1,0,'(b)(1) With respect to each certificate \nof deposit sold or redeemed after May \n31, 1978, and before October 1, 2003, or \neach deposit or share account opened \nwith a bank after June 30, 1972, and \nbefore October 1, 2003, a bank shall, \nwithin 30 days from the date such a \ntransaction occurs or an account is \nopened, secure and maintain a record of \nthe taxpayer identification number of \nthe customer involved; or where the \naccount or certificate is in the names of \ntwo or more persons, the bank shall \nsecure the taxpayer identification \nnumber of a person having a financial \ninterest in the certificate or account. In \nthe event that a bank has been unable \nto secure, within the 30-day period \nVerDate Mar<15>2010 15:07 Oct 25, 2010 Jkt 223001 PO 00000 Frm 00044 Fmt 4701 Sfmt 4700 E:\\FR\\FM\\26OCR3.SGM 26OCR3ero\nw\ne\n o\nn\n D\nSK\n5C\nLS\n3C\n1P\nRO\nD \nwi\nth\n R\nUL\nES\n3\n65849 Federal Register / Vol. 75, No. 206 / Tuesday, October 26, 2010 / Rules and Regulations \nspecified, the required identification, it \nshall nevertheless not be deemed to be \nin violation of this section if it has made \na reasonable effort to secure such \nidentification, and it maintains a list \ncontaining the names, addresses, and \naccount numbers of those persons from \nwhom it has been unable to secure such \nidentification, and makes the names, \naddresses, and account numbers of \nthose persons available to the Secretary \nas directed by him. A bank acting as an \nagent for another person in the purchase \nor redemption of a certificate of deposit \nissued by another bank is responsible \nfor obtaining and recording the required \ntaxpayer identification, as well as for \nmaintaining the records referred to in \nparagraphs (c)(11) and (12) of this \nsection. The issuing bank can satisfy the \nrecordkeeping requirement by recording \nthe name and address of the agent \ntogether with a description of the \ninstrument and the date of the \ntransaction. Where a person is a non- \nresident alien, the bank shall also record \nthe person’s passport number or a \ndescription of some other government \ndocument used to verify his identity. \n(2) The 30-day period provided for in \nparagraph (b)(1) of this section shall be \nextended where the person opening the \naccount has applied for a taxpayer \nidentification or social security number \non Form SS–4 or SS–5, until such time \nas the person maintaining the account \nhas had a reasonable opportunity to \nsecure such number and furnish it to the \nbank. \n(3) A taxpayer identification number \nrequired under paragraph (b)(1) of this \nsection need not be secured for accounts \nor transactions with the following: \n(i) Agencies and instrumentalities of \nFederal, State, local or foreign \ngovernments; \n(ii) Judges, public officials, or clerks \nof courts of record as custodians of \nfunds in controversy or under the \ncontrol of the court; \n(iii) Aliens who are ambassadors, \nministers, career diplomatic or consular \nofficers, or naval, military or other \nattache´s of foreign embassies and \nlegations, and for the members of their \nimmediate families; \n(iv) Aliens who are accredited \nrepresentatives of international \norganizations which are entitled to \nenjoy privileges, exemptions and \nimmunities as an international \norganization under the International \nOrganization Immunities Act of \nDecember 29, 1945 (22 U.S.C. 288), and \nthe members of their immediate \nfamilies; \n(v) Aliens temporarily residing in the \nUnited States for a period not to exceed \n180 days; \n(vi) Aliens not engaged in a trade or \nbusiness in the United States who are \nattending a recognized college or \nuniversity or any training program, \nsupervised or conducted by any agency \nof the Federal Government; \n(vii) Unincorporated subordinate \nunits of a tax exempt central \norganization which are covered by a \ngroup exemption letter, \n(viii) A person under 18 years of age \nwith respect to an account opened as a \npart of a school thrift savings program, \nprovided the annual interest is less than \n$10; \n(ix) A person opening a Christmas \nclub, vacation club and similar \ninstallment savings programs, provided \nthe annual interest is less than $10; and \n(x) Non-resident aliens who are not \nengaged in a trade or business in the \nUnited States. \n(4) In instances described in \nparagraphs (b)(3)(viii) and (ix) of this \nsection, the bank shall, within 15 days \nfollowing the end of any calendar year \nin which the interest accrued in that \nyear is $10 or more use its best effort to \nsecure and maintain the appropriate \ntaxpayer identification number or \napplication form therefor. \n(5) The rules and regulations issued \nby the Internal Revenue Service under \nsection 6109 of the Internal Revenue \nCode of 1954 shall determine what \nconstitutes a taxpayer identification \nnumber and whose number shall be \nobtained in the case of an account \nmaintained by one or more persons.'
1,0,'(c) Each bank shall, in addition, retain \neither the original or a microfilm or \nother copy or reproduction of each of \nthe following: \n(1) Each document granting signature \nauthority over each deposit or share \naccount, including any notations, if \nsuch are normally made, of specific \nidentifying information verifying the \nidentity of the signer (such as a driver’s \nlicense number or credit card number); \n(2) Each statement, ledger card or \nother record on each deposit or share \naccount, showing each transaction in, or \nwith respect to, that account; \n(3) Each check, clean draft, or money \norder drawn on the bank or issued and \npayable by it, except those drawn for \n$100 or less or those drawn on accounts \nwhich can be expected to have drawn \non them an average of at least 100 \nchecks per month over the calendar year \nor on each occasion on which such \nchecks are issued, and which are: \n(i) Dividend checks, \n(ii) Payroll checks, \n(iii) Employee benefit checks, \n(iv) Insurance claim checks, \n(v) Medical benefit checks, \n(vi) Checks drawn on government \nagency accounts, \n(vii) Checks drawn by brokers or \ndealers in securities, \n(viii) Checks drawn on fiduciary \naccounts, \n(ix) Checks drawn on other financial \ninstitutions, or \n(x) Pension or annuity checks; \n(4) Each item in excess of $100 (other \nthan bank charges or periodic charges \nmade pursuant to agreement with the \ncustomer), comprising a debit to a \ncustomer’s deposit or share account, not \nrequired to be kept, and not specifically \nexempted, under paragraph (c)(3) of this \nsection; \n(5) Each item, including checks, \ndrafts, or transfers of credit, of more \nthan $10,000 remitted or transferred to \na person, account or place outside the \nUnited States; \n(6) A record of each remittance or \ntransfer of funds, or of currency, other \nmonetary instruments, checks, \ninvestment securities, or credit, of more \nthan $10,000 to a person, account or \nplace outside the United States; \n(7) Each check or draft in an amount \nin excess of $10,000 drawn on or issued \nby a foreign bank which the domestic \nbank has paid or presented to a nonbank \ndrawee for payment; \n(8) Each item, including checks, drafts \nor transfers of credit, of more than \n$10,000 received directly and not \nthrough a domestic financial institution, \nby letter, cable or any other means, from \na bank, broker or dealer in foreign \nexchange outside the United States; \n(9) A record of each receipt of \ncurrency, other monetary instruments, \ninvestment securities or checks, and of \neach transfer of funds or credit, of more \nthan $10,000 received on any one \noccasion directly and not through a \ndomestic financial institution, from a \nbank, broker or dealer in foreign \nexchange outside the United States; and \n(10) Records prepared or received by \na bank in the ordinary course of \nbusiness, which would be needed to \nreconstruct a transaction account and to \ntrace a check in excess of $100 \ndeposited in such account through its \ndomestic processing system or to supply \na description of a deposited check in \nexcess of $100. This subparagraph shall \nbe applicable only with respect to \ndemand deposits. \n(11) A record containing the name, \naddress, and taxpayer identification \nnumber as determined under section \n6109 of the Internal Revenue Code of \n1986, if available, of the purchaser of \neach certificate of deposit, as well as a \ndescription of the instrument, a notation \nof the method of payment, and the date \nof the transaction. \n(12) A record containing the name, \naddress and taxpayer identification \nVerDate Mar<15>2010 15:07 Oct 25, 2010 Jkt 223001 PO 00000 Frm 00045 Fmt 4701 Sfmt 4700 E:\\FR\\FM\\26OCR3.SGM 26OCR3ero\nw\ne\n o\nn\n D\nSK\n5C\nLS\n3C\n1P\nRO\nD \nwi\nth\n R\nUL\nES\n3\n65850 Federal Register / Vol. 75, No. 206 / Tuesday, October 26, 2010 / Rules and Regulations \nnumber as determined under section \n6109 of the Internal Revenue Code of \n1986, if available, of any person \npresenting a certificate of deposit for \npayment, as well as a description of the \ninstrument and the date of the \ntransaction. \n(13) Each deposit slip or credit ticket \nreflecting a transaction in excess of $100 \nor the equivalent record for direct \ndeposit or other wire transfer deposit \ntransactions. The slip or ticket shall \nrecord the amount of any currency \ninvolved.'
1,0,'Subpart E—Special Information \nSharing Procedures To Deter Money \nLaundering and Terrorist Activity \n§ 1020.500 General. \nBanks are subject to the special \ninformation sharing procedures to deter \nmoney laundering and terrorist activity \nrequirements set forth and cross \nreferenced in this subpart. Banks should \nalso refer to Subpart E of Part 1010 of \nthis Chapter for special information \nsharing procedures to deter money \nlaundering and terrorist activity \ncontained in that subpart which apply \nto banks.'
1,0,'§ 1020.520 Special information sharing \nprocedures to deter money laundering and \nterrorist activity for banks. \n(a) Refer to § 1010.520 of this Chapter. \n(b) [Reserved]'
1,0,'§ 1020.540 Voluntary information sharing \namong financial institutions. \n(a) Refer to § 1010.540 of this Chapter. \n(b) [Reserved]'
1,0,'Subpart F—Special Standards of \nDiligence; Prohibitions; and Special \nMeasures \n§ 1020.600 General. \nBanks are subject to the special \nstandards of diligence; prohibitions; and \nspecial measures requirements set forth \nand cross referenced in this subpart. \nBanks should also refer to Subpart F of \nPart 1010 of this Chapter for special \nstandards of diligence; prohibitions; and \nspecial measures contained in that \nsubpart which apply to banks.'
1,0,'§ 1020.610 Due diligence programs for \ncorrespondent accounts for foreign \nfinancial institutions. \n(a) Refer to § 1010.610 of this Chapter. \n(b) [Reserved]'
1,0,'§ 1020.620 Due diligence programs for \nprivate banking accounts. \n(a) Refer to § 1010.620 of this Chapter. \n(b) [Reserved]'
1,0,'§ 1020.670 Summons or subpoena of \nforeign bank records; Termination of \ncorrespondent relationship. \n(a) Refer to § 1010.670 of this Chapter. \n(b) [Reserved]'
1,0,'§ 1021.210 Anti-money laundering \nprogram requirements for casinos. \n(a) Requirements for casinos. A casino \nshall be deemed to satisfy the \nrequirements of 31 U.S.C. 5318(h)(1) if \nit implements and maintains a \ncompliance program described in \nparagraph (b) of this section.'
1,0,'(b) Compliance programs. (1) Each \ncasino shall develop and implement a \nwritten program reasonably designed to \nassure and monitor compliance with the \nrequirements set forth in 31 U.S.C. \nVerDate Mar<15>2010 15:07 Oct 25, 2010 Jkt 223001 PO 00000 Frm 00046 Fmt 4701 Sfmt 4700 E:\\FR\\FM\\26OCR3.SGM 26OCR3ero\nw\ne\n o\nn\n D\nSK\n5C\nLS\n3C\n1P\nRO\nD \nwi\nth\n R\nUL\nES\n3\n65851 Federal Register / Vol. 75, No. 206 / Tuesday, October 26, 2010 / Rules and Regulations \nchapter 53, subchapter II and the \nregulations contained in this chapter. \n(2) At a minimum, each compliance \nprogram shall provide for: \n(i) A system of internal controls to \nassure ongoing compliance; \n(ii) Internal and/or external \nindependent testing for compliance. The \nscope and frequency of the testing shall \nbe commensurate with the money \nlaundering and terrorist financing risks \nposed by the products and services \nprovided by the casino; \n(iii) Training of casino personnel, \nincluding training in the identification \nof unusual or suspicious transactions, to \nthe extent that the reporting of such \ntransactions is required by this chapter, \nby other applicable law or regulation, or \nby the casino’s own administrative and \ncompliance policies; \n(iv) An individual or individuals to \nassure day-to-day compliance; \n(v) Procedures for using all available \ninformation to determine: \n(A) When required by this chapter, \nthe name, address, social security \nnumber, and other information, and \nverification of the same, of a person; \n(B) The occurrence of any transactions \nor patterns of transactions required to be \nreported pursuant to § 1021.320; \n(C) Whether any record as described \nin subpart D of Part 1010 of this Chapter \nor subpart D of this Part 1021 must be \nmade and retained; and \n(vi) For casinos that have automated \ndata processing systems, the use of \nautomated programs to aid in assuring \ncompliance.'
1,0,'§ 1021.311 Filing obligations. \nEach casino shall file a report of each \ntransaction in currency, involving either \ncash in or cash out, of more than \n$10,000. \n(a) Transactions in currency involving \ncash in include, but are not limited to: \n(1) Purchases of chips, tokens, and \nother gaming instruments; \n(2) Front money deposits; \n(3) Safekeeping deposits; \n(4) Payments on any form of credit, \nincluding markers and counter checks; \n(5) Bets of currency, including money \nplays; \n(6) Currency received by a casino for \ntransmittal of funds through wire \ntransfer for a customer; \n(7) Purchases of a casino’s check; \n(8) Exchanges of currency for \ncurrency, including foreign currency; \nand \n(9) Bills inserted into electronic \ngaming devices.'
1,0,'(b) Transactions in currency involving \ncash out include, but are not limited to: \n(1) Redemptions of chips, tokens, \ntickets, and other gaming instruments; \n(2) Front money withdrawals; \n(3) Safekeeping withdrawals; \n(4) Advances on any form of credit, \nincluding markers and counter checks; \n(5) Payments on bets; \n(6) Payments by a casino to a \ncustomer based on receipt of funds \nthrough wire transfers; \n(7) Cashing of checks or other \nnegotiable instruments; \n(8) Exchanges of currency for \ncurrency, including foreign currency; \n(9) Travel and complimentary \nexpenses and gaming incentives; and \n(10) Payment for tournament, \ncontests, and other promotions.'
1,0,'(c) Other provisions of this chapter \nnotwithstanding, casinos are exempted \nfrom the reporting obligations found in \nthis section and § 1021.313 for the \nfollowing transactions in currency or \ncurrency transactions: \n(1) Transactions between a casino and \na currency dealer or exchanger, or \nbetween a casino and a check casher, as \nthose terms are defined in § 1010.100(ff) \nof this Chapter, so long as such \ntransactions are conducted pursuant to \na contractual or other arrangement with \na casino covering the financial services \nin paragraphs (a)(8), (b)(7), and (b)(8) of \nthis section; \n(2) Cash out transactions to the extent \nthe currency is won in a money play \nand is the same currency the customer \nwagered in the money play, or cash in \ntransactions to the extent the currency \nis the same currency the customer \npreviously wagered in a money play on \nthe same table game without leaving the \ntable; \n(3) Bills inserted into electronic \ngaming devices in multiple transactions \n(unless a casino has knowledge \npursuant to § 1021.313 in which case \nthis exemption would not apply); and \n(4) Jackpots from slot machines or \nvideo lottery terminals.'
1,0,'§ 1021.313 Aggregation. \nIn the case of a casino, multiple \ncurrency transactions shall be treated as \na single transaction if the casino has \nknowledge that they are by or on behalf \nof any person and result in either cash \nin or cash out totaling more than \n$10,000 during any gaming day. For \npurposes of this section, a casino shall \nbe deemed to have the knowledge \ndescribed in the preceding sentence, if: \nAny sole proprietor, partner, officer, \ndirector, or employee of the casino, \nacting within the scope of his or her \nemployment, has knowledge that such \nmultiple currency transactions have \noccurred, including knowledge from \nexamining the books, records, logs, \ninformation retained on magnetic disk, \ntape or other machine-readable media, \nor in any manual system, and similar \ndocuments and information, which the \ncasino maintains pursuant to any law or \nregulation or within the ordinary course \nof its business, and which contain \ninformation that such multiple currency \ntransactions have occurred.'
1,0,'§ 1021.320 Reports by casinos of \nsuspicious transactions. \n(a) General. (1) Every casino shall file \nwith FinCEN, to the extent and in the \nmanner required by this section, a \nreport of any suspicious transaction \nrelevant to a possible violation of law or \nregulation. A casino may also file with \nFinCEN, by using the form specified in \nparagraph (b)(1) of this section, or \notherwise, a report of any suspicious \ntransaction that it believes is relevant to \nthe possible violation of any law or \nregulation but whose reporting is not \nrequired by this section. \n(2) A transaction requires reporting \nunder the terms of this section if it is \nconducted or attempted by, at, or \nthrough a casino, and involves or \naggregates at least $5,000 in funds or \nother assets, and the casino knows, \nsuspects, or has reason to suspect that \nthe transaction (or a pattern of \ntransactions of which the transaction is \na part): \nVerDate Mar<15>2010 15:07 Oct 25, 2010 Jkt 223001 PO 00000 Frm 00047 Fmt 4701 Sfmt 4700 E:\\FR\\FM\\26OCR3.SGM 26OCR3ero\nw\ne\n o\nn\n D\nSK\n5C\nLS\n3C\n1P\nRO\nD \nwi\nth\n R\nUL\nES\n3\n65852 Federal Register / Vol. 75, No. 206 / Tuesday, October 26, 2010 / Rules and Regulations \n(i) Involves funds derived from illegal \nactivity or is intended or conducted in \norder to hide or disguise funds or assets \nderived from illegal activity (including, \nwithout limitation, the ownership, \nnature, source, location, or control of \nsuch funds or assets) as part of a plan \nto violate or evade any Federal law or \nregulation or to avoid any transaction \nreporting requirement under Federal \nlaw or regulation; \n(ii) Is designed, whether through \nstructuring or other means, to evade any \nrequirements of this chapter or of any \nother regulations promulgated under the \nBank Secrecy Act; \n(iii) Has no business or apparent \nlawful purpose or is not the sort in \nwhich the particular customer would \nnormally be expected to engage, and the \ncasino knows of no reasonable \nexplanation for the transaction after \nexamining the available facts, including \nthe background and possible purpose of \nthe transaction; or \n(iv) Involves use of the casino to \nfacilitate criminal activity.'
1,0,'(b) Filing procedures—(1) What to file. \nA suspicious transaction shall be \nreported by completing a Suspicious \nActivity Report by Casinos (‘‘SARC’’), \nand collecting and maintaining \nsupporting documentation as required \nby paragraph (d) of this section. \n(2) Where to file. The SARC shall be \nfiled with FinCEN in a central location, \nto be determined by FinCEN, as \nindicated in the instructions to the \nSARC. \n(3) When to file. A SARC shall be filed \nno later than 30 calendar days after the \ndate of the initial detection by the \ncasino of facts that may constitute a \nbasis for filing a SARC under this \nsection. If no suspect is identified on the \ndate of such initial detection, a casino \nmay delay filing a SARC for an \nadditional 30 calendar days to identify \na suspect, but in no case shall reporting \nbe delayed more than 60 calendar days \nafter the date of such initial detection. \nIn situations involving violations that \nrequire immediate attention, such as \nongoing money laundering schemes, the \ncasino shall immediately notify by \ntelephone an appropriate law \nenforcement authority in addition to \nfiling timely a SARC. Casinos wishing \nvoluntarily to report suspicious \ntransactions that may relate to terrorist \nactivity may call FinCEN’s Financial \nInstitutions Hotline at 1–866–556–3974 \nin addition to filing timely a SARC if \nrequired by this section.'
1,0,'(d) Retention of records. A casino \nshall maintain a copy of any SARC filed \nand the original or business record \nequivalent of any supporting \ndocumentation for a period of five years \nfrom the date of filing the SARC. \nSupporting documentation shall be \nidentified as such and maintained by \nthe casino, and shall be deemed to have \nbeen filed with the SARC. A casino \nshall make all supporting \ndocumentation available to FinCEN, any \nother appropriate law enforcement \nagencies or Federal, State, local, or tribal \ngaming regulators upon request.'
1,0,'(f) Compliance. Compliance with this \nsection shall be audited by the \nDepartment of the Treasury, through \nFinCEN or its delegees, under the terms \nof the Bank Secrecy Act. Failure to \nsatisfy the requirements of this section \nmay constitute a violation of the \nreporting rules of the Bank Secrecy Act \nand of this chapter.'
